units,amount,probability,type,stage,lead_source,lead_firstname,lead_lastname,lead,assignedTo,description,
47743,32238938.18,94.93,NEW,NEGOTIATION OR REVIEW,NEW,Reeba,Semper,Reeba Semper,WALMART,sstockell4@lin.com,Cross-platform 24/7 capacity
27638,18662835.88,63.81,NEW,NEEDS ANALYSIS,ASSIGNED,Nissie,Schellig,Nissie Schellig,MICROSOFT,jhackly5@lin.com,Cross-platform maximized superstructure
23549,15901697.74,68.91,EXISTING,CLOSED WON,NEW,Marthe,Zylbermann,Marthe Zylbermann,UNITED STATES AIR FORCE,lnorgan6@lin.com,Mandatory grid-enabled time-frame
39153,26438454.78,96.08,NEW,NEGOTIATION OR REVIEW,IN PROCESS,Gene,Pratte,Gene Pratte,PWC,lcholwell7@lin.com,Re-engineered neutral Graphical User Interface
34461,23270134.86,66.28,NEW,CLOSED WON,NEW,Allissa,Irvin,Allissa Irvin,WELLS FARGO,broyan8@lin.com,Enhanced stable task-force
17569,11863642.94,45.22,NEW,NEEDS ANALYSIS,ASSIGNED,Lara,Harkin,Lara Harkin,CITI,lknaggs9@lin.com,Configurable methodical superstructure
21324,14399244.24,92.98,EXISTING,IDENTIFYING DECISION MAKERS,ASSIGNED,Julietta,Slograve,Julietta Slograve,BANK OF AMERICA,abownasa@lin.com,Organized intangible standardization
38518,26009664.68,66.95,NEW,PROPOSAL OR PRICE QUOTE,RECYCLED,Umberto,Matkovic,Umberto Matkovic,JPMORGAN CHASE & CO.,cboseleyb@lin.com,Multi-channelled responsive hierarchy
22012,14863823.12,51.25,EXISTING,NEEDS ANALYSIS,RECYCLED,Eve,Wilbud,Eve Wilbud,US NAVY,lrainforthc@lin.com,Balanced asynchronous throughput
12027,8121352,40.07,NEW,PROPOSAL OR PRICE QUOTE,IN PROCESS,Loraine,Strong,Loraine Strong,AMAZON,mommundsend@lin.com,Multi-tiered executive contingency
16534,11164748.84,62.73,EXISTING,IDENTIFYING DECISION MAKERS,ASSIGNED,Hobart,Walpole,Hobart Walpole,APPLE,lganforthe@lin.com,Centralized user-facing utilisation
48806,32956739.56,35.89,NEW,NEGOTIATION OR REVIEW,NEW,Prinz,Lockhead,Prinz Lockhead,GOOGLE,kmedleyf@lin.com,Self-enabling client-server standardization
31330,21155895.8,83.03,NEW,PERCEPTION ANALYSIS,DEAD,Bridget,Mirando,Bridget Mirando,UNITED STATES POSTAL SERVICE,equickendeng@lin.com,Quality-focused static budgetary management
22133,14945529.58,34.67,NEW,PERCEPTION ANALYSIS,ASSIGNED,Sharia,Tolomei,Sharia Tolomei,MCDONALD'S CORPORATION,hhubbleh@lin.com,Pre-emptive eco-centric challenge
21365,14426929.9,61.39,EXISTING,NEEDS ANALYSIS,DEAD,Teodora,McCullouch,Teodora McCullouch,BOEING,iairdriei@lin.com,Ergonomic global throughput
18550,12526073,99.93,NEW,CLOSED WON,NEW,Knox,Engel,Knox Engel,KAISER PERMANENTE,dghionj@lin.com,De-engineered bandwidth-monitored process improvement
16578,11194460.28,48.07,EXISTING,CLOSED WON,NEW,Chickie,Sakins,Chickie Sakins,FORD MOTOR COMPANY,iepslyk@lin.com,Balanced hybrid adapter
17248,11646884.48,38.36,NEW,PERCEPTION ANALYSIS,DEAD,Gerhardt,Durand,Gerhardt Durand,INTEL CORPORATION,xcanbyl@lin.com,Mandatory analyzing firmware
49548,33457782.48,88.56,EXISTING,CLOSED WON,NEW,Giulia,Gaywood,Giulia Gaywood,DEPARTMENT OF VETERANS AFFAIRS,sclotworthym@lin.com,Organized zero defect strategy
32047,21640057.22,76.26,EXISTING,CLOSED WON,RECYCLED,Charisse,Lissandri,Charisse Lissandri,CISCO,bbassn@lin.com,Up-sized bi-directional website
29537,19945154.62,94.89,EXISTING,IDENTIFYING DECISION MAKERS,ASSIGNED,Tonie,Marsy,Tonie Marsy,GENERAL MOTORS,sdowtyo@lin.com,Persistent regional internet solution
35738,24132441.88,38,NEW,NEGOTIATION OR REVIEW,IN PROCESS,Darrin,Campo,Darrin Campo,PEPSICO,oderham0@lin.com,Innovative incremental moderator
41997,28358894.22,43.19,NEW,VALUE PROPOSITION,NEW,Row,Gadman,Row Gadman,TARGET,kvickress1@lin.com,Intuitive impactful synergy
48314,32624511.64,67.53,NEW,PROSPECTING,RECYCLED,Natalya,Kershow,Natalya Kershow,UPS,jhrishchenko2@lin.com,Public-key foreground firmware
47320,31953303.2,74.6,NEW,NEGOTIATION OR REVIEW,DEAD,Kinnie,Hardern,Kinnie Hardern,PFIZER,tbeacock3@lin.com,Customer-focused discrete firmware
25420,17165109.2,35.58,EXISTING,PROPOSAL OR PRICE QUOTE,DEAD,Ulla,Stailey,Ulla Stailey,UNITEDHEALTH GROUP,sstockell4@lin.com,Automated zero administration challenge
45772,30908000.72,81.48,EXISTING,PERCEPTION ANALYSIS,CONVERTED,Kristine,Fishwick,Kristine Fishwick,DELL,jhackly5@lin.com,Organized upward-trending parallelism
40029,27029982.54,94,EXISTING,CLOSED WON,RECYCLED,Reginauld,Coolson,Reginauld Coolson,HONEYWELL,lnorgan6@lin.com,Re-engineered transitional hub
44203,29848517.78,89.7,NEW,PROPOSAL OR PRICE QUOTE,IN PROCESS,Terry,Semark,Terry Semark,SCHLUMBERGER,lcholwell7@lin.com,Triple-buffered 3rd generation architecture
22746,15359463.96,48.47,NEW,CLOSED LOST,NEW,Royal,Stutely,Royal Stutely,LOCKHEED MARTIN,broyan8@lin.com,Multi-channelled national paradigm
33675,22739380.5,84.04,NEW,PROPOSAL OR PRICE QUOTE,DEAD,Latrina,Higginbottam,Latrina Higginbottam,STARBUCKS,lknaggs9@lin.com,Sharable maximized strategy
27294,18430546.44,82.76,EXISTING,VALUE PROPOSITION,RECYCLED,Lanny,Huey,Lanny Huey,MORGAN STANLEY,abownasa@lin.com,Customizable non-volatile framework
20062,13547066.12,90.22,NEW,IDENTIFYING DECISION MAKERS,NEW,Chadwick,Fleischmann,Chadwick Fleischmann,THE HOME DEPOT,cboseleyb@lin.com,Realigned grid-enabled success
15721,10615762.46,36.22,NEW,CLOSED WON,IN PROCESS,Lethia,Martijn,Lethia Martijn,JOHNSON & JOHNSON,lrainforthc@lin.com,Operative hybrid definition
22003,14857745.78,70.09,EXISTING,CLOSED LOST,CONVERTED,Nikolaos,Hopfner,Nikolaos Hopfner,SCHNEIDER ELECTRIC,mommundsend@lin.com,Distributed human-resource groupware
41015,27695788.9,90.87,EXISTING,NEEDS ANALYSIS,RECYCLED,Giulia,Bussens,Giulia Bussens,STATE FARM,lganforthe@lin.com,Up-sized systemic superstructure
34286,23151964.36,52.04,EXISTING,VALUE PROPOSITION,RECYCLED,Willdon,Crix,Willdon Crix,PROCTER & GAMBLE,kmedleyf@lin.com,Upgradable homogeneous projection
23283,15722078.58,89,EXISTING,PROSPECTING,ASSIGNED,Tabbi,Cubbini,Tabbi Cubbini,WALGREENS,equickendeng@lin.com,Intuitive motivating project
41648,28123228.48,78.83,EXISTING,NEEDS ANALYSIS,IN PROCESS,Boris,Marcq,Boris Marcq,"KELLER WILLIAMS REALTY, INC.",hhubbleh@lin.com,Advanced next generation policy
49469,33404436.94,33.01,EXISTING,CLOSED LOST,DEAD,Marie-ann,Matushenko,Marie-ann Matushenko,"LOWE'S COMPANIES, INC.",iairdriei@lin.com,Balanced full-range moratorium
18618,12571990.68,56.81,EXISTING,CLOSED LOST,CONVERTED,Mitch,Downton,Mitch Downton,UNITED STATES MARINE CORPS,dghionj@lin.com,Profit-focused zero administration policy
17461,11790714.86,56.24,NEW,NEEDS ANALYSIS,ASSIGNED,Gussi,Croyser,Gussi Croyser,DELL EMC,iepslyk@lin.com,Horizontal encompassing forecast
24792,16741045.92,70.01,EXISTING,IDENTIFYING DECISION MAKERS,NEW,Sylvia,Durram,Sylvia Durram,VERIZON WIRELESS,xcanbyl@lin.com,Horizontal 4th generation alliance
14702,9927672,69.79,NEW,PERCEPTION ANALYSIS,RECYCLED,Clint,Silversmidt,Clint Silversmidt,VERIZON,sclotworthym@lin.com,Devolved well-modulated extranet
15183,10252472.58,68.38,EXISTING,PROSPECTING,IN PROCESS,Kelsey,Van Der Weedenburg,Kelsey Van Der Weedenburg,KPMG,bbassn@lin.com,Multi-tiered stable standardization
44919,30332003.94,56.78,EXISTING,CLOSED WON,NEW,Kym,Averay,Kym Averay,LINKEDIN,sdowtyo@lin.com,Seamless responsive leverage
16587,11200537.62,67.05,NEW,VALUE PROPOSITION,DEAD,Traci,Negal,Traci Negal,FACEBOOK,oderham0@lin.com,Cloned actuating middleware
47301,31940473.26,99.67,EXISTING,NEEDS ANALYSIS,ASSIGNED,Robinson,Meltetal,Robinson Meltetal,NORTHROP GRUMMAN CORPORATION,kvickress1@lin.com,Enhanced asymmetric product
32081,21663016.06,70.31,NEW,CLOSED LOST,ASSIGNED,Kim,Alelsandrovich,Kim Alelsandrovich,ADP,jhrishchenko2@lin.com,Face to face actuating firmware
16770,11324110.2,59.61,EXISTING,PERCEPTION ANALYSIS,CONVERTED,Adan,Cuniffe,Adan Cuniffe,MEDTRONIC,tbeacock3@lin.com,Reverse-engineered even-keeled product
16863,11386909.38,72.29,NEW,CLOSED LOST,IN PROCESS,Casper,Cookman,Casper Cookman,ABBOTT,sstockell4@lin.com,Intuitive uniform process improvement
34505,23299846.3,54.05,NEW,PERCEPTION ANALYSIS,NEW,Ignacius,Laingmaid,Ignacius Laingmaid,CHEVRON,jhackly5@lin.com,Integrated empowering policy
30004,20260501.04,50.46,NEW,NEGOTIATION OR REVIEW,ASSIGNED,Romola,Collomosse,Romola Collomosse,AMERICAN EXPRESS,lnorgan6@lin.com,Profit-focused foreground intranet
38517,26008989.42,53.43,EXISTING,CLOSED WON,RECYCLED,Rosco,Bole,Rosco Bole,SAMSUNG ELECTRONICS,lcholwell7@lin.com,Integrated logistical support
40736,27507391.36,47.44,EXISTING,CLOSED WON,NEW,Gary,Loosely,Gary Loosely,MACY'S,broyan8@lin.com,Business-focused optimal service-desk
20128,13591633.28,94.03,EXISTING,PROPOSAL OR PRICE QUOTE,ASSIGNED,Raphael,Zorzi,Raphael Zorzi,THOMSON REUTERS,lknaggs9@lin.com,Grass-roots executive software
33798,22822437.48,36.16,NEW,PERCEPTION ANALYSIS,NEW,Adham,Truran,Adham Truran,AVON,abownasa@lin.com,Managed encompassing secured line
46258,31236177.08,87.38,NEW,PERCEPTION ANALYSIS,NEW,Matty,Iffland,Matty Iffland,CVS HEALTH,cboseleyb@lin.com,Focused global strategy
22853,15431716.78,98.91,NEW,PROSPECTING,RECYCLED,Barbara,Huge,Barbara Huge,HALLIBURTON,lrainforthc@lin.com,Multi-tiered optimal core
42534,28721508.84,95.14,EXISTING,NEGOTIATION OR REVIEW,NEW,Remy,Stearne,Remy Stearne,CSC,mommundsend@lin.com,Compatible radical throughput
23686,15994208.36,48.2,EXISTING,PERCEPTION ANALYSIS,DEAD,Dusty,Cockin,Dusty Cockin,MERCK,lganforthe@lin.com,Multi-channelled incremental moderator
34386,23219490.36,98.25,EXISTING,PROPOSAL OR PRICE QUOTE,IN PROCESS,Cassi,Rosiello,Cassi Rosiello,KPMG,kmedleyf@lin.com,Reduced analyzing policy
25951,17523672.26,37.74,EXISTING,PROSPECTING,ASSIGNED,Nelson,Driscoll,Nelson Driscoll,DXC TECHNOLOGY,equickendeng@lin.com,Multi-lateral even-keeled capacity
47099,31804070.74,86.59,EXISTING,PERCEPTION ANALYSIS,DEAD,Leeanne,Alman,Leeanne Alman,JOHNSON CONTROLS,hhubbleh@lin.com,Innovative attitude-oriented parallelism
29133,19672349.58,92.9,EXISTING,PROPOSAL OR PRICE QUOTE,DEAD,Lew,Vreiberg,Lew Vreiberg,ALLSTATE,iairdriei@lin.com,Front-line system-worthy migration
32245,21773758.7,46.43,NEW,NEGOTIATION OR REVIEW,NEW,Pip,Brewin,Pip Brewin,MARRIOTT INTERNATIONAL,dghionj@lin.com,Polarised real-time toolset
20188,13632148.88,58.73,NEW,NEEDS ANALYSIS,DEAD,Glyn,Crockley,Glyn Crockley,3M HEALTH CARE,iepslyk@lin.com,Visionary bottom-line policy
33103,22353131.78,46.74,NEW,NEGOTIATION OR REVIEW,RECYCLED,Hobey,Eunson,Hobey Eunson,XEROX,xcanbyl@lin.com,Automated reciprocal array
25331,17105011.06,68.62,EXISTING,PROSPECTING,CONVERTED,Valaria,Downham,Valaria Downham,CBRE,sclotworthym@lin.com,Polarised regional moratorium
49175,33205910.5,57.43,NEW,VALUE PROPOSITION,RECYCLED,Kennan,Roocroft,Kennan Roocroft,NYC DEPARTMENT OF EDUCATION,bbassn@lin.com,Virtual 5th generation help-desk
30151,20359764.26,36.9,EXISTING,NEEDS ANALYSIS,CONVERTED,Boothe,Dumbar,Boothe Dumbar,FIDELITY INVESTMENTS,sdowtyo@lin.com,Grass-roots motivating interface
22065,14899611.9,67.5,NEW,VALUE PROPOSITION,CONVERTED,Osbourn,Hallybone,Osbourn Hallybone,EXXONMOBIL,oderham0@lin.com,Optional 24 hour functionalities
24619,16624225.94,98.52,EXISTING,IDENTIFYING DECISION MAKERS,DEAD,Glynnis,Dowda,Glynnis Dowda,T-MOBILE,kvickress1@lin.com,Enterprise-wide analyzing analyzer
24650,16645159,86.01,EXISTING,PROSPECTING,RECYCLED,Jarvis,Vost,Jarvis Vost,NIKE,jhrishchenko2@lin.com,Devolved human-resource support
25096,16946324.96,62.22,NEW,VALUE PROPOSITION,NEW,Dallas,Parton,Dallas Parton,BEST BUY,tbeacock3@lin.com,Total neutral process improvement
31645,21368602.7,36.79,NEW,VALUE PROPOSITION,IN PROCESS,Rog,Pechard,Rog Pechard,AMERICAN AIRLINES,sstockell4@lin.com,Robust zero defect forecast
23306,15737609.56,85.52,NEW,NEGOTIATION OR REVIEW,CONVERTED,Creigh,Letch,Creigh Letch,BAKER HUGHES,jhackly5@lin.com,Devolved leading edge policy
39481,26659940.06,69,NEW,CLOSED WON,RECYCLED,Elwood,Weippert,Elwood Weippert,THE COCA-COLA COMPANY,lnorgan6@lin.com,Optimized upward-trending structure
44731,30205055.06,42.32,EXISTING,NEEDS ANALYSIS,CONVERTED,Rosabel,Keysall,Rosabel Keysall,GENPACT,lcholwell7@lin.com,Virtual foreground info-mediaries
40586,27406102.36,30.75,EXISTING,NEGOTIATION OR REVIEW,RECYCLED,Yule,Foli,Yule Foli,JLL,broyan8@lin.com,Upgradable system-worthy intranet
24887,16805195.62,97.69,NEW,PERCEPTION ANALYSIS,CONVERTED,Genia,Kirkpatrick,Genia Kirkpatrick,U.S. BANK,lknaggs9@lin.com,Reduced logistical policy
12483,8429270,63.69,NEW,IDENTIFYING DECISION MAKERS,CONVERTED,Keeley,Poultney,Keeley Poultney,PNC,abownasa@lin.com,Mandatory radical hierarchy
10605,7161132.3,70.11,NEW,CLOSED LOST,ASSIGNED,Stillmann,Clemenza,Stillmann Clemenza,SPRINT,cboseleyb@lin.com,Stand-alone intermediate core
32807,22153254.82,37.96,NEW,CLOSED LOST,IN PROCESS,Etta,Manhood,Etta Manhood,AIRBUS,lrainforthc@lin.com,Open-architected well-modulated paradigm
18851,12729326.26,77,NEW,PROPOSAL OR PRICE QUOTE,CONVERTED,Ara,MacKenzie,Ara MacKenzie,CAPITAL ONE,mommundsend@lin.com,Visionary dedicated utilisation
33096,22348404.96,53.39,EXISTING,NEGOTIATION OR REVIEW,CONVERTED,Selie,Blackbourn,Selie Blackbourn,DELTA AIR LINES,lganforthe@lin.com,Business-focused regional attitude
11401,7698639,51.05,EXISTING,PERCEPTION ANALYSIS,NEW,Wang,Howat,Wang Howat,MERRILL LYNCH,kmedleyf@lin.com,Enterprise-wide mission-critical intranet
45129,30473808.54,56.76,NEW,NEEDS ANALYSIS,NEW,Windham,Halvorsen,Windham Halvorsen,MONDELēZ INTERNATIONAL,equickendeng@lin.com,Upgradable bottom-line core
13746,9282123,97.89,EXISTING,CLOSED LOST,ASSIGNED,Guilbert,Haddow,Guilbert Haddow,FARMERS INSURANCE,hhubbleh@lin.com,Enterprise-wide executive Graphic Interface
38891,26261536.66,47.63,EXISTING,NEGOTIATION OR REVIEW,ASSIGNED,Junia,Durtnel,Junia Durtnel,AECOM,iairdriei@lin.com,Horizontal tertiary time-frame
39750,26841585,66.7,EXISTING,IDENTIFYING DECISION MAKERS,CONVERTED,Stacee,Diss,Stacee Diss,UNITED STATES DEPARTMENT OF DEFENSE,dghionj@lin.com,Distributed zero tolerance local area network
31143,21029622.18,77.17,NEW,PROSPECTING,DEAD,Ariel,Godwyn,Ariel Godwyn,TOTAL,iepslyk@lin.com,Versatile reciprocal analyzer
24141,16301451.66,88.72,NEW,VALUE PROPOSITION,RECYCLED,Edgar,Rubke,Edgar Rubke,CARGILL,xcanbyl@lin.com,Streamlined system-worthy data-warehouse
26689,18022014.14,38.51,NEW,PROSPECTING,RECYCLED,Kalvin,Joao,Kalvin Joao,UNITED AIRLINES,sclotworthym@lin.com,Mandatory static task-force
15853,10704896.78,53.8,EXISTING,NEGOTIATION OR REVIEW,IN PROCESS,Maribeth,MacGahey,Maribeth MacGahey,MARY KAY INC.,bbassn@lin.com,Triple-buffered impactful array
26008,17562162.08,40.53,NEW,CLOSED LOST,IN PROCESS,Lotty,Regi,Lotty Regi,LIBERTY MUTUAL INSURANCE,sdowtyo@lin.com,Open-source exuding support
47519,32087679.94,88.11,NEW,NEGOTIATION OR REVIEW,DEAD,Gaylor,Gisbourn,Gaylor Gisbourn,COMCAST,oderham0@lin.com,Front-line mission-critical model
43457,29344773.82,69.58,EXISTING,NEGOTIATION OR REVIEW,CONVERTED,Wiatt,Hollingdale,Wiatt Hollingdale,CATERPILLAR INC.,kvickress1@lin.com,Cross-platform attitude-oriented moderator
32960,22256569.6,94.52,NEW,VALUE PROPOSITION,CONVERTED,Chanda,Sudworth,Chanda Sudworth,JACOBS,jhrishchenko2@lin.com,Proactive clear-thinking array
29923,20205804.98,84.77,NEW,PROSPECTING,CONVERTED,Julieta,Hobbema,Julieta Hobbema,BNY MELLON,tbeacock3@lin.com,Seamless national productivity
47122,31819601.72,47.9,EXISTING,CLOSED WON,NEW,Brok,Foale,Brok Foale,RAYTHEON,sstockell4@lin.com,Re-engineered real-time alliance
23086,15589052.36,34.68,EXISTING,PROSPECTING,NEW,Thorin,Camus,Thorin Camus,ELI LILLY AND COMPANY,jhackly5@lin.com,Vision-oriented mobile capability
23483,15857130.58,49.79,NEW,PROPOSAL OR PRICE QUOTE,RECYCLED,Anny,Reames,Anny Reames,HP,lnorgan6@lin.com,Upgradable 3rd generation encoding
28774,19429931.24,57.58,NEW,IDENTIFYING DECISION MAKERS,ASSIGNED,Marti,Islep,Marti Islep,UBER,lcholwell7@lin.com,Universal neutral collaboration
17803,12021653.78,71.73,EXISTING,NEEDS ANALYSIS,CONVERTED,Leandra,Bryan,Leandra Bryan,KROGER,broyan8@lin.com,Profit-focused uniform array
16784,11333563.84,58.56,EXISTING,VALUE PROPOSITION,IN PROCESS,Doralynn,Ellsbury,Doralynn Ellsbury,THERMO FISHER SCIENTIFIC,lknaggs9@lin.com,Managed optimal concept
20378,13760448.28,30.49,EXISTING,NEEDS ANALYSIS,NEW,Raymond,Erik,Raymond Erik,AIG,abownasa@lin.com,Devolved empowering attitude
38883,26256134.58,30.74,EXISTING,PROPOSAL OR PRICE QUOTE,CONVERTED,Ailene,Creaney,Ailene Creaney,H&R BLOCK,cboseleyb@lin.com,Switchable motivating policy
18975,12813058.5,50.66,EXISTING,PROSPECTING,DEAD,Agnesse,Spavon,Agnesse Spavon,SOCIAL SECURITY ADMINISTRATION,lrainforthc@lin.com,Networked stable methodology
25583,17275176.58,87.63,NEW,PROSPECTING,CONVERTED,Matthiew,Mohamed,Matthiew Mohamed,COSTCO WHOLESALE,mommundsend@lin.com,Distributed 5th generation framework
24075,16256884.5,95.84,EXISTING,IDENTIFYING DECISION MAKERS,CONVERTED,Marthena,Greenroa,Marthena Greenroa,THALES,lganforthe@lin.com,Automated global budgetary management
45458,30695969.08,42.34,NEW,CLOSED WON,NEW,Tannie,Renne,Tannie Renne,CONVERGYS,kmedleyf@lin.com,Compatible explicit secured line
24758,16718087.08,35.47,NEW,PERCEPTION ANALYSIS,DEAD,Gustavo,Humburton,Gustavo Humburton,IQVIA,equickendeng@lin.com,Reactive impactful capacity
44533,30071353.58,58.29,NEW,CLOSED WON,DEAD,Josefa,Featenby,Josefa Featenby,SALESFORCE,hhubbleh@lin.com,Operative disintermediate emulation
40019,27023229.94,96.81,EXISTING,PROSPECTING,ASSIGNED,Chas,Whatsize,Chas Whatsize,THE DOW CHEMICAL COMPANY,iairdriei@lin.com,Reverse-engineered systemic contingency
15985,10794031.1,39.78,NEW,VALUE PROPOSITION,ASSIGNED,Robin,Penrith,Robin Penrith,HILTON WORLDWIDE,dghionj@lin.com,Robust 24 hour toolset
40937,27643118.62,30.99,EXISTING,IDENTIFYING DECISION MAKERS,CONVERTED,Barde,Diglin,Barde Diglin,LOS ANGELES UNIFIED SCHOOL DISTRICT,iepslyk@lin.com,Configurable 24 hour benchmark
34544,23326181.44,71.37,NEW,CLOSED LOST,DEAD,Nadean,Dumbellow,Nadean Dumbellow,ARMY NATIONAL GUARD,xcanbyl@lin.com,Quality-focused real-time toolset
14356,9694032,82.18,NEW,PROSPECTING,DEAD,Gunilla,Watkiss,Gunilla Watkiss,NORDSTROM,sclotworthym@lin.com,Re-engineered non-volatile pricing structure
39906,26946925.56,42.31,NEW,PROSPECTING,IN PROCESS,Aaron,Behnke,Aaron Behnke,FEDEX,bbassn@lin.com,Up-sized mission-critical array
25096,16946324.96,98.93,NEW,CLOSED WON,CONVERTED,Jaymie,Demkowicz,Jaymie Demkowicz,EDWARD JONES,sdowtyo@lin.com,Robust upward-trending knowledge user
14063,9496181,43.64,EXISTING,IDENTIFYING DECISION MAKERS,NEW,Arty,Pairpoint,Arty Pairpoint,IBM,oderham0@lin.com,Persistent mobile success
17441,11777209.66,82.6,EXISTING,CLOSED LOST,NEW,Dinny,Bickmore,Dinny Bickmore,US ARMY,kvickress1@lin.com,Team-oriented actuating algorithm
48616,32828440.16,35.21,EXISTING,NEEDS ANALYSIS,RECYCLED,Kariotta,Maddocks,Kariotta Maddocks,HEWLETT-PACKARD,jhrishchenko2@lin.com,Automated reciprocal standardization
12712,8583905,63.75,NEW,PROPOSAL OR PRICE QUOTE,ASSIGNED,Aloise,Gammett,Aloise Gammett,COGNIZANT TECHNOLOGY SOLUTIONS,tbeacock3@lin.com,Streamlined systemic toolset
10199,6886976,45.08,NEW,CLOSED LOST,NEW,Marthe,Zylbermann,Marthe Zylbermann,WALMART,sstockell4@lin.com,Face to face modular utilisation
47608,32147778.08,89.4,NEW,NEEDS ANALYSIS,IN PROCESS,Pace,Brodest,Pace Brodest,MICROSOFT,jhackly5@lin.com,Advanced motivating collaboration
34264,23137108.64,72.96,EXISTING,CLOSED LOST,ASSIGNED,Lara,Harkin,Lara Harkin,AT&T,lnorgan6@lin.com,Up-sized bandwidth-monitored protocol
24579,16597215.54,73.74,NEW,PERCEPTION ANALYSIS,RECYCLED,Aldo,Gockelen,Aldo Gockelen,UNITED STATES AIR FORCE,lcholwell7@lin.com,Total modular process improvement
36391,24573386.66,80.95,NEW,CLOSED LOST,ASSIGNED,Teddie,Bichard,Teddie Bichard,PWC,broyan8@lin.com,Enhanced full-range complexity
22295,15054921.7,53.74,NEW,NEEDS ANALYSIS,IN PROCESS,Hort,Dufore,Hort Dufore,WELLS FARGO,lknaggs9@lin.com,Expanded modular model
17843,12048664.18,61.58,EXISTING,NEGOTIATION OR REVIEW,RECYCLED,Eve,Wilbud,Eve Wilbud,DELOITTE,abownasa@lin.com,Robust dynamic synergy
39556,26710584.56,86.95,EXISTING,NEEDS ANALYSIS,IN PROCESS,Loraine,Strong,Loraine Strong,BANK OF AMERICA,cboseleyb@lin.com,Triple-buffered client-driven definition
18005,12158056.3,73.43,NEW,CLOSED LOST,CONVERTED,Obediah,Theriot,Obediah Theriot,JPMORGAN CHASE & CO.,lrainforthc@lin.com,Cross-platform eco-centric synergy
24242,16369652.92,85.99,EXISTING,NEGOTIATION OR REVIEW,IN PROCESS,Rudolph,Hinrichsen,Rudolph Hinrichsen,US NAVY,mommundsend@lin.com,Optimized static info-mediaries
31064,20976276.64,48.87,NEW,VALUE PROPOSITION,NEW,Prinz,Lockhead,Prinz Lockhead,APPLE,lganforthe@lin.com,Reduced responsive framework
39645,26770682.7,43.23,EXISTING,CLOSED WON,ASSIGNED,Boris,Timmis,Boris Timmis,ORACLE,kmedleyf@lin.com,Profit-focused 6th generation conglomeration
17878,12072298.28,68.71,NEW,CLOSED LOST,IN PROCESS,Thedric,Overland,Thedric Overland,GOOGLE,equickendeng@lin.com,Universal homogeneous workforce
16192,10933809.92,30,NEW,VALUE PROPOSITION,IN PROCESS,Lee,Ybarra,Lee Ybarra,UNITED STATES POSTAL SERVICE,hhubbleh@lin.com,Fundamental tertiary structure
43819,29589217.94,62.39,NEW,PROPOSAL OR PRICE QUOTE,RECYCLED,Charisse,Lissandri,Charisse Lissandri,MCDONALD'S CORPORATION,iairdriei@lin.com,Mandatory holistic function
25976,17540553.76,67.43,EXISTING,VALUE PROPOSITION,ASSIGNED,Jacquie,Bardnam,Jacquie Bardnam,BOEING,dghionj@lin.com,Focused attitude-oriented archive
37419,25267553.94,36.33,NEW,IDENTIFYING DECISION MAKERS,DEAD,Suzie,Petheridge,Suzie Petheridge,KAISER PERMANENTE,iepslyk@lin.com,Horizontal attitude-oriented workforce
21407,14455290.82,48.76,NEW,PROSPECTING,IN PROCESS,Darrin,Campo,Darrin Campo,FORD MOTOR COMPANY,xcanbyl@lin.com,Secured solution-oriented frame
10678,7210426.28,76.01,EXISTING,NEGOTIATION OR REVIEW,NEW,Row,Gadman,Row Gadman,CISCO,sclotworthym@lin.com,Quality-focused heuristic circuit
41526,28040846.76,90.29,NEW,PROPOSAL OR PRICE QUOTE,CONVERTED,Jolie,Byneth,Jolie Byneth,GENERAL MOTORS,bbassn@lin.com,Persistent local budgetary management
17352,11717111.52,42.83,EXISTING,PROPOSAL OR PRICE QUOTE,DEAD,Karla,Purvey,Karla Purvey,PEPSICO,sdowtyo@lin.com,Up-sized optimal capability
